title,category_label,author_group,source_work,life,final_strength,strength_stars,final_complexity,complexity_stars,rule_boundary,electronicization_level,roles,rule_concepts,risks,needs_author_review,summary
石中玉,战斗人物,金庸,侠客行,1000,4.0,★★★★☆,5.0,★★★★★,5.0,中,爆发输出、肉盾/生存、控制/封锁、阵营/结盟、资源/学习、对象清除裁定、多人一卡,回合/轮/时机、攻击/伤害/生命流失、玩家/一方/阵营/结盟、杀死/死亡/生命、清除/卡与人物单元、专属/身份、多人一卡/共享生命、学习/复制/特技所有权,状态交互风险、结算顺序风险、卡对象与人物单元边界、回合/轮/时机边界、多人一卡结构边界、攻击/伤害/生命流失概念边界、文本解释风险,规则概念边界复杂、同类规则边界复杂度前 10%、同类文本复杂度靠前、同类影响力靠前,第四轮收敛：最终影响力 ★★★★☆，最终复杂度 ★★★★★；规则边界分位 95%。
燕南飞,战斗人物,古龙,天涯明月刀,2100,3.19,★★★☆☆,4.2,★★★★☆,3.64,低,爆发输出、资源/学习、对象清除裁定,杀死/死亡/生命、回合/轮/时机、清除/卡与人物单元、专属/身份,文本解释风险、状态交互风险、结算顺序风险、卡对象与人物单元边界、回合/轮/时机边界、循环/累积风险、目标/来源风险,,第四轮收敛：最终影响力 ★★★☆☆，最终复杂度 ★★★★☆；规则边界分位 65%。
龟孙子大老爷,附加人物,古龙,陆小凤传奇,,1.97,★★☆☆☆,2.16,★★☆☆☆,1.48,低,爆发输出,杀死/死亡/生命,目标/来源风险,,第四轮收敛：最终影响力 ★★☆☆☆，最终复杂度 ★★☆☆☆；规则边界分位 12%。
苏樱,附加人物,古龙,绝代双骄,,2.04,★★☆☆☆,3.5,★★★★☆,2.69,中,控制/封锁、位置/场景,回合/轮/时机、场景/地点/空间,状态交互风险、回合/轮/时机边界、循环/累积风险,,第四轮收敛：最终影响力 ★★☆☆☆，最终复杂度 ★★★★☆；规则边界分位 58%。
朱停,附加人物,古龙,陆小凤传奇,,1.53,★★☆☆☆,1.92,★★☆☆☆,3.8,低,阵营/结盟、对象清除裁定,玩家/一方/阵营/结盟、回合/轮/时机、清除/卡与人物单元、专属/身份、杀死/死亡/生命,卡对象与人物单元边界、回合/轮/时机边界、目标/来源风险,,第四轮收敛：最终影响力 ★★☆☆☆，最终复杂度 ★★☆☆☆；规则边界分位 88%。
十大恶人,附加人物,古龙,绝代双骄,,3.8,★★★★☆,5.0,★★★★★,5.0,极高,爆发输出、持续输出、肉盾/生存、控制/封锁、位置/场景、规则解释高风险、人工裁定、多人一卡,攻击/伤害/生命流失、回合/轮/时机、杀死/死亡/生命、玩家/一方/阵营/结盟、多人一卡/共享生命、文本修改/人工裁定,目标/来源风险、循环/累积风险、结算顺序风险、人工裁定边界、回合/轮/时机边界、多人一卡结构边界、攻击/伤害/生命流失概念边界、文本解释风险、状态交互风险、随机/人工裁定风险,电子化/结算风险较高、规则概念边界复杂、同类规则边界复杂度前 10%、同类文本复杂度靠前、同类影响力靠前、人工裁定边界,第四轮收敛：最终影响力 ★★★★☆，最终复杂度 ★★★★★；规则边界分位 95%。
万春流,附加人物,古龙,绝代双骄,,1.79,★★☆☆☆,2.34,★★☆☆☆,2.3,低,持续输出、控制/封锁,回合/轮/时机、杀死/死亡/生命,回合/轮/时机边界、状态交互风险,,第四轮收敛：最终影响力 ★★☆☆☆，最终复杂度 ★★☆☆☆；规则边界分位 32%。
朱泪儿,附加人物,古龙,名剑风流,900,1.92,★★☆☆☆,3.22,★★★☆☆,3.69,中,持续输出、阵营/结盟、规则解释高风险、人工裁定,杀死/死亡/生命、文本修改/人工裁定、玩家/一方/阵营/结盟、专属/身份,文本解释风险、人工裁定边界,人工裁定边界,第四轮收敛：最终影响力 ★★☆☆☆，最终复杂度 ★★★☆☆；规则边界分位 82%。
割头小鬼,附加人物,古龙,楚留香传奇,,2.95,★★★☆☆,2.42,★★☆☆☆,2.22,低,肉盾/生存、控制/封锁,攻击/伤害/生命流失、杀死/死亡/生命,攻击/伤害/生命流失概念边界,,第四轮收敛：最终影响力 ★★★☆☆，最终复杂度 ★★☆☆☆；规则边界分位 28%。
霍青桐,附加人物,金庸,书剑恩仇录,,1.45,★☆☆☆☆,2.8,★★★☆☆,1.31,低,阵营/结盟,玩家/一方/阵营/结盟,状态交互风险、结算顺序风险,,第四轮收敛：最终影响力 ★☆☆☆☆，最终复杂度 ★★★☆☆；规则边界分位 7%。
阿朱,附加人物,金庸,天龙八部,,1.74,★★☆☆☆,2.91,★★★☆☆,2.61,低,持续输出、控制/封锁、阵营/结盟,回合/轮/时机、杀死/死亡/生命、玩家/一方/阵营/结盟,目标/来源风险、回合/轮/时机边界,,第四轮收敛：最终影响力 ★★☆☆☆，最终复杂度 ★★★☆☆；规则边界分位 52%。
花铁干,附加人物,金庸,连城诀,,2.25,★★☆☆☆,2.83,★★★☆☆,2.13,低,爆发输出、肉盾/生存、阵营/结盟,玩家/一方/阵营/结盟、杀死/死亡/生命、专属/身份,目标/来源风险,,第四轮收敛：最终影响力 ★★☆☆☆，最终复杂度 ★★★☆☆；规则边界分位 22%。
程英,附加人物,金庸,神雕侠侣,,1.68,★★☆☆☆,2.91,★★★☆☆,2.46,低,控制/封锁、位置/场景、阵营/结盟,玩家/一方/阵营/结盟、场景/地点/空间、专属/身份,空间状态风险、状态交互风险,,第四轮收敛：最终影响力 ★★☆☆☆，最终复杂度 ★★★☆☆；规则边界分位 45%。
程灵素,附加人物,金庸,飞狐外传,,1.53,★★☆☆☆,2.1,★★☆☆☆,2.64,低,持续输出、阵营/结盟,回合/轮/时机、杀死/死亡/生命、玩家/一方/阵营/结盟,回合/轮/时机边界,,第四轮收敛：最终影响力 ★★☆☆☆，最终复杂度 ★★☆☆☆；规则边界分位 55%。
王语嫣,附加人物,金庸,天龙八部,600,1.93,★★☆☆☆,2.54,★★★☆☆,2.34,低,肉盾/生存、资源/学习、阵营/结盟、位置/场景,专属/身份、场景/地点/空间、玩家/一方/阵营/结盟,状态交互风险,,第四轮收敛：最终影响力 ★★☆☆☆，最终复杂度 ★★★☆☆；规则边界分位 37%。
夏青青,附加人物,金庸,碧血剑,1800,1.86,★★☆☆☆,2.26,★★☆☆☆,2.77,低,阵营/结盟、资源/学习,专属/身份、学习/复制/特技所有权、杀死/死亡/生命、玩家/一方/阵营/结盟,,,第四轮收敛：最终影响力 ★★☆☆☆，最终复杂度 ★★☆☆☆；规则边界分位 62%。
无名老僧,附加人物,金庸,天龙八部,,1.36,★☆☆☆☆,2.29,★★☆☆☆,1.0,低,控制/封锁,,目标/来源风险,,第四轮收敛：最终影响力 ★☆☆☆☆，最终复杂度 ★★☆☆☆；规则边界分位 2%。
喀丝丽,附加人物,金庸,书剑恩仇录,,1.53,★★☆☆☆,2.65,★★★☆☆,2.16,低,阵营/结盟,玩家/一方/阵营/结盟、专属/身份、杀死/死亡/生命,状态交互风险,,第四轮收敛：最终影响力 ★★☆☆☆，最终复杂度 ★★★☆☆；规则边界分位 25%。
任盈盈,附加人物,金庸,笑傲江湖,,2.94,★★★☆☆,3.56,★★★★☆,3.37,高,爆发输出、持续输出、控制/封锁、资源/学习、阵营/结盟,回合/轮/时机、学习/复制/特技所有权、玩家/一方/阵营/结盟、杀死/死亡/生命,状态交互风险、结算顺序风险、随机/人工裁定风险、回合/轮/时机边界、循环/累积风险,电子化/结算风险较高,第四轮收敛：最终影响力 ★★★☆☆，最终复杂度 ★★★★☆；规则边界分位 75%。
神雕,附加人物,金庸,神雕侠侣,1600,2.07,★★☆☆☆,2.48,★★☆☆☆,2.38,低,爆发输出、资源/学习、阵营/结盟,回合/轮/时机、专属/身份、玩家/一方/阵营/结盟,结算顺序风险、回合/轮/时机边界、文本解释风险、目标/来源风险,,第四轮收敛：最终影响力 ★★☆☆☆，最终复杂度 ★★☆☆☆；规则边界分位 42%。
小昭,附加人物,金庸,倚天屠龙记,,1.77,★★☆☆☆,2.71,★★★☆☆,2.59,中,控制/封锁、阵营/结盟、空间/离场裁定,玩家/一方/阵营/结盟、离场/不在场/找不到/无此人,随机/人工裁定风险、存在状态边界、空间状态风险,,第四轮收敛：最终影响力 ★★☆☆☆，最终复杂度 ★★★☆☆；规则边界分位 48%。
胡青牛王难姑,附加人物,金庸,倚天屠龙记,,2.21,★★☆☆☆,5.0,★★★★★,5.0,极高,持续输出、控制/封锁、资源/学习、阵营/结盟、规则解释高风险、人工裁定,回合/轮/时机、专属/身份、文本修改/人工裁定、学习/复制/特技所有权、杀死/死亡/生命、玩家/一方/阵营/结盟,循环/累积风险、文本解释风险、目标/来源风险、人工裁定边界、回合/轮/时机边界、结算顺序风险、随机/人工裁定风险,电子化/结算风险较高、规则概念边界复杂、同类规则边界复杂度前 10%、人工裁定边界,第四轮收敛：最终影响力 ★★☆☆☆，最终复杂度 ★★★★★；规则边界分位 95%。
小丁,附加人物,李凉,杨小邪,,1.76,★★☆☆☆,2.44,★★☆☆☆,2.34,低,肉盾/生存、控制/封锁、对象清除裁定,专属/身份、清除/卡与人物单元,状态交互风险、卡对象与人物单元边界,,第四轮收敛：最终影响力 ★★☆☆☆，最终复杂度 ★★☆☆☆；规则边界分位 37%。
陆殷龙,附加人物,其他,其他,,1.76,★★☆☆☆,2.21,★★☆☆☆,1.76,低,爆发输出、肉盾/生存、控制/封锁,专属/身份、杀死/死亡/生命,状态交互风险、结算顺序风险,,第四轮收敛：最终影响力 ★★☆☆☆，最终复杂度 ★★☆☆☆；规则边界分位 15%。
许存舟,附加人物,其他,其他,,2.09,★★☆☆☆,3.38,★★★☆☆,3.23,中,爆发输出、持续输出、肉盾/生存、控制/封锁、多人一卡,杀死/死亡/生命、专属/身份、多人一卡/共享生命,状态交互风险、目标/来源风险、多人一卡结构边界、结算顺序风险、随机/人工裁定风险,,第四轮收敛：最终影响力 ★★☆☆☆，最终复杂度 ★★★☆☆；规则边界分位 72%。
计晓军,附加人物,其他,其他,,2.21,★★☆☆☆,3.06,★★★☆☆,3.01,中,位置/场景,攻击/伤害/生命流失、回合/轮/时机、场景/地点/空间,回合/轮/时机边界、攻击/伤害/生命流失概念边界、空间状态风险、结算顺序风险,,第四轮收敛：最终影响力 ★★☆☆☆，最终复杂度 ★★★☆☆；规则边界分位 68%。
梁硕,附加人物,其他,其他,,2.07,★★☆☆☆,3.0,★★★☆☆,2.04,低,持续输出、肉盾/生存、控制/封锁,专属/身份、回合/轮/时机,状态交互风险、回合/轮/时机边界、循环/累积风险、目标/来源风险、结算顺序风险,,第四轮收敛：最终影响力 ★★☆☆☆，最终复杂度 ★★★☆☆；规则边界分位 18%。
张磊,附加人物,其他,其他,,1.96,★★☆☆☆,2.75,★★★☆☆,3.44,低,爆发输出、控制/封锁、多人一卡、对象清除裁定,多人一卡/共享生命、清除/卡与人物单元,卡对象与人物单元边界、多人一卡结构边界,,第四轮收敛：最终影响力 ★★☆☆☆，最终复杂度 ★★★☆☆；规则边界分位 78%。
张愚,附加人物,其他,其他,,2.66,★★★☆☆,5.0,★★★★★,5.0,高,持续输出、肉盾/生存、资源/学习、位置/场景、对象清除裁定、空间/离场裁定、资源/牌堆,回合/轮/时机、杀死/死亡/生命、清除/卡与人物单元、牌堆/弃牌/本局弃卡、玩家/一方/阵营/结盟、离场/不在场/找不到/无此人,状态交互风险、卡对象与人物单元边界、回合/轮/时机边界、存在状态边界、循环/累积风险、文本解释风险、目标/来源风险、空间状态风险、结算顺序风险,电子化/结算风险较高、规则概念边界复杂、同类规则边界复杂度前 10%、同类文本复杂度靠前,第四轮收敛：最终影响力 ★★★☆☆，最终复杂度 ★★★★★；规则边界分位 95%。
卢天宇,附加人物,其他,其他,,2.11,★★☆☆☆,3.13,★★★☆☆,1.31,中,爆发输出、肉盾/生存、控制/封锁,专属/身份,状态交互风险、目标/来源风险、结算顺序风险、随机/人工裁定风险,,第四轮收敛：最终影响力 ★★☆☆☆，最终复杂度 ★★★☆☆；规则边界分位 7%。
泥菩萨,附加人物,其他,风云,,1.58,★★☆☆☆,3.43,★★★☆☆,2.93,低,阵营/结盟、胜负特判、规则解释高风险、人工裁定,玩家/一方/阵营/结盟、文本修改/人工裁定,文本解释风险、人工裁定边界、胜负裁定风险,人工裁定边界,第四轮收敛：最终影响力 ★★☆☆☆，最终复杂度 ★★★☆☆；规则边界分位 65%。
江玉郎,附加人物,,,,1.89,★★☆☆☆,4.1,★★★★☆,3.73,中,阵营/结盟、位置/场景,回合/轮/时机、玩家/一方/阵营/结盟、专属/身份、场景/地点/空间、杀死/死亡/生命,文本解释风险、状态交互风险、回合/轮/时机边界、循环/累积风险,,第四轮收敛：最终影响力 ★★☆☆☆，最终复杂度 ★★★★☆；规则边界分位 85%。
金蚕蛊毒,物品,金庸,倚天屠龙记,,2.32,★★☆☆☆,1.98,★★☆☆☆,1.57,低,爆发输出、持续输出,杀死/死亡/生命,状态交互风险,,第四轮收敛：最终影响力 ★★☆☆☆，最终复杂度 ★★☆☆☆；规则边界分位 25%。
子露风疸,物品,其他,其他,,1.43,★☆☆☆☆,1.87,★★☆☆☆,2.3,低,持续输出,回合/轮/时机、杀死/死亡/生命,回合/轮/时机边界、循环/累积风险、结算顺序风险,,第四轮收敛：最终影响力 ★☆☆☆☆，最终复杂度 ★★☆☆☆；规则边界分位 53%。
百病百疼催生丸,物品,古龙,绝代双骄,,1.35,★☆☆☆☆,1.6,★★☆☆☆,1.0,低,持续输出,,,,第四轮收敛：最终影响力 ★☆☆☆☆，最终复杂度 ★★☆☆☆；规则边界分位 8%。
三尸脑神丹,物品,金庸,笑傲江湖,,1.35,★☆☆☆☆,1.66,★★☆☆☆,1.0,低,持续输出,,,,第四轮收敛：最终影响力 ★☆☆☆☆，最终复杂度 ★★☆☆☆；规则边界分位 8%。
续命八丸,物品,金庸,笑傲江湖,,1.5,★★☆☆☆,1.5,★★☆☆☆,1.76,低,功能牌,杀死/死亡/生命、玩家/一方/阵营/结盟,,,第四轮收敛：最终影响力 ★★☆☆☆，最终复杂度 ★★☆☆☆；规则边界分位 31%。
生生造化丹,物品,金庸,飞狐外传,,1.74,★★☆☆☆,1.78,★★☆☆☆,1.51,低,肉盾/生存,杀死/死亡/生命,目标/来源风险,,第四轮收敛：最终影响力 ★★☆☆☆，最终复杂度 ★★☆☆☆；规则边界分位 19%。
金坷垃,物品,其他,其他,,1.6,★★☆☆☆,1.96,★★☆☆☆,2.79,低,控制/封锁、资源/学习、对象清除裁定,学习/复制/特技所有权、清除/卡与人物单元,卡对象与人物单元边界、目标/来源风险,,第四轮收敛：最终影响力 ★★☆☆☆，最终复杂度 ★★☆☆☆；规则边界分位 69%。
极乐丸,物品,古龙,名剑风流,,2.03,★★☆☆☆,3.26,★★★☆☆,2.61,中,控制/封锁、阵营/结盟,回合/轮/时机、杀死/死亡/生命、玩家/一方/阵营/结盟,状态交互风险、随机/人工裁定风险、回合/轮/时机边界,,第四轮收敛：最终影响力 ★★☆☆☆，最终复杂度 ★★★☆☆；规则边界分位 59%。
阴阳和合散,物品,金庸,天龙八部,,1.79,★★☆☆☆,3.46,★★★☆☆,3.14,低,持续输出、肉盾/生存、控制/封锁、多人一卡,多人一卡/共享生命、杀死/死亡/生命、玩家/一方/阵营/结盟,状态交互风险、多人一卡结构边界、文本解释风险、结算顺序风险,,第四轮收敛：最终影响力 ★★☆☆☆，最终复杂度 ★★★☆☆；规则边界分位 79%。
百日十龙丸,物品,温瑞安,血河车,,1.83,★★☆☆☆,2.09,★★☆☆☆,1.57,低,持续输出,杀死/死亡/生命,循环/累积风险、状态交互风险、结算顺序风险,,第四轮收敛：最终影响力 ★★☆☆☆，最终复杂度 ★★☆☆☆；规则边界分位 25%。
三日必死丸,物品,其他,诛仙,,2.22,★★☆☆☆,2.05,★★☆☆☆,2.33,低,爆发输出、肉盾/生存、控制/封锁,杀死/死亡/生命、回合/轮/时机,回合/轮/时机边界、状态交互风险、结算顺序风险,,第四轮收敛：最终影响力 ★★☆☆☆，最终复杂度 ★★☆☆☆；规则边界分位 55%。
逆乾坤,物品,其他,风云,,2.57,★★★☆☆,1.92,★★☆☆☆,1.57,低,爆发输出、肉盾/生存,杀死/死亡/生命,目标/来源风险,,第四轮收敛：最终影响力 ★★★☆☆，最终复杂度 ★★☆☆☆；规则边界分位 25%。
豹胎易筋丸*2,物品,金庸,鹿鼎记,,1.64,★★☆☆☆,1.98,★★☆☆☆,1.82,低,爆发输出、控制/封锁,玩家/一方/阵营/结盟、杀死/死亡/生命,,,第四轮收敛：最终影响力 ★★☆☆☆，最终复杂度 ★★☆☆☆；规则边界分位 39%。
战鹰,物品,黄易,大唐双龙传,,1.7,★★☆☆☆,1.9,★★☆☆☆,3.04,低,位置/场景、空间/离场裁定,杀死/死亡/生命、玩家/一方/阵营/结盟、离场/不在场/找不到/无此人,存在状态边界、空间状态风险,,第四轮收敛：最终影响力 ★★☆☆☆，最终复杂度 ★★☆☆☆；规则边界分位 76%。
圣帝舍利,物品,黄易,大唐双龙传,,2.84,★★★☆☆,5.0,★★★★★,5.0,高,持续输出、规则解释高风险、空间/离场裁定、对象清除裁定、人工裁定、多人一卡,回合/轮/时机、多人一卡/共享生命、文本修改/人工裁定、清除/卡与人物单元、离场/不在场/找不到/无此人,文本解释风险、目标/来源风险、随机/人工裁定风险、人工裁定边界、卡对象与人物单元边界、回合/轮/时机边界、多人一卡结构边界、存在状态边界、循环/累积风险、空间状态风险、结算顺序风险,电子化/结算风险较高、规则概念边界复杂、同类规则边界复杂度前 10%、同类文本复杂度靠前、人工裁定边界,第四轮收敛：最终影响力 ★★★☆☆，最终复杂度 ★★★★★；规则边界分位 97%。
天下英雄令,物品,温瑞安,神州奇侠,,1.88,★★☆☆☆,2.33,★★☆☆☆,2.61,低,控制/封锁、阵营/结盟、胜负特判,回合/轮/时机、杀死/死亡/生命、玩家/一方/阵营/结盟,胜负裁定风险、回合/轮/时机边界、结算顺序风险,,第四轮收敛：最终影响力 ★★☆☆☆，最终复杂度 ★★☆☆☆；规则边界分位 59%。
燕南天藏宝图,物品,古龙,绝代双骄,,1.56,★★☆☆☆,3.12,★★★☆☆,3.83,高,位置/场景、规则解释高风险、人工裁定、空间/离场裁定,文本修改/人工裁定、玩家/一方/阵营/结盟、离场/不在场/找不到/无此人,文本解释风险、目标/来源风险、人工裁定边界、存在状态边界、空间状态风险,电子化/结算风险较高、人工裁定边界,第四轮收敛：最终影响力 ★★☆☆☆，最终复杂度 ★★★☆☆；规则边界分位 86%。
血鹦鹉,物品,古龙,血鹦鹉,,1.72,★★☆☆☆,3.05,★★★☆☆,3.54,低,持续输出、位置/场景,杀死/死亡/生命、回合/轮/时机、场景/地点/空间、玩家/一方/阵营/结盟,目标/来源风险、空间状态风险、回合/轮/时机边界、结算顺序风险,,第四轮收敛：最终影响力 ★★☆☆☆，最终复杂度 ★★★☆☆；规则边界分位 82%。
隐蛊,物品,其他,仙剑奇侠传,,1.64,★★☆☆☆,2.31,★★☆☆☆,3.34,低,持续输出、控制/封锁、空间/离场裁定、对象清除裁定,清除/卡与人物单元、离场/不在场/找不到/无此人,目标/来源风险、卡对象与人物单元边界、存在状态边界、空间状态风险,,第四轮收敛：最终影响力 ★★☆☆☆，最终复杂度 ★★☆☆☆；规则边界分位 81%。
缠天七缩扣,物品,李凉,杨小邪,,3.58,★★★★☆,3.04,★★★☆☆,3.85,低,爆发输出、持续输出、肉盾/生存、控制/封锁、资源/学习、位置/场景、空间/离场裁定,攻击/伤害/生命流失、回合/轮/时机、玩家/一方/阵营/结盟、离场/不在场/找不到/无此人,状态交互风险、目标/来源风险、回合/轮/时机边界、存在状态边界、循环/累积风险、攻击/伤害/生命流失概念边界、空间状态风险、结算顺序风险,同类影响力靠前,第四轮收敛：最终影响力 ★★★★☆，最终复杂度 ★★★☆☆；规则边界分位 87%。
雍正剑侠图,物品,其他,雍正剑侠图,,2.44,★★☆☆☆,5.0,★★★★★,4.81,高,爆发输出、持续输出、控制/封锁、资源/学习、阵营/结盟、多人一卡,玩家/一方/阵营/结盟、回合/轮/时机、学习/复制/特技所有权、杀死/死亡/生命、多人一卡/共享生命,循环/累积风险、目标/来源风险、结算顺序风险、回合/轮/时机边界、多人一卡结构边界、文本解释风险,电子化/结算风险较高、规则概念边界复杂、同类规则边界复杂度前 10%、同类文本复杂度靠前,第四轮收敛：最终影响力 ★★☆☆☆，最终复杂度 ★★★★★；规则边界分位 94%。
人皮面具,物品,黄易,大唐双龙传,,1.35,★☆☆☆☆,1.74,★★☆☆☆,2.04,低,功能牌,回合/轮/时机、玩家/一方/阵营/结盟,回合/轮/时机边界,,第四轮收敛：最终影响力 ★☆☆☆☆，最终复杂度 ★★☆☆☆；规则边界分位 43%。
神木王鼎,物品,金庸,天龙八部,,2.36,★★☆☆☆,3.04,★★★☆☆,2.2,低,爆发输出、持续输出、肉盾/生存、控制/封锁,攻击/伤害/生命流失、回合/轮/时机,回合/轮/时机边界、攻击/伤害/生命流失概念边界、状态交互风险,,第四轮收敛：最终影响力 ★★☆☆☆，最终复杂度 ★★★☆☆；规则边界分位 49%。
龙元,物品,其他,风云,,1.43,★☆☆☆☆,2.74,★★★☆☆,3.04,中,规则解释高风险、人工裁定,杀死/死亡/生命、文本修改/人工裁定,人工裁定边界、文本解释风险、状态交互风险、目标/来源风险、随机/人工裁定风险,人工裁定边界,第四轮收敛：最终影响力 ★☆☆☆☆，最终复杂度 ★★★☆☆；规则边界分位 76%。
血河车,物品,温瑞安,血河车,,1.99,★★☆☆☆,3.15,★★★☆☆,2.63,低,肉盾/生存、控制/封锁、胜负特判、位置/场景,杀死/死亡/生命、场景/地点/空间、玩家/一方/阵营/结盟,状态交互风险、目标/来源风险、胜负裁定风险,,第四轮收敛：最终影响力 ★★☆☆☆，最终复杂度 ★★★☆☆；规则边界分位 62%。
黑玫瑰,物品,金庸,天龙八部,,1.64,★★☆☆☆,1.46,★☆☆☆☆,1.0,低,肉盾/生存,,,,第四轮收敛：最终影响力 ★★☆☆☆，最终复杂度 ★☆☆☆☆；规则边界分位 8%。
汗血宝马,物品,射雕英雄传,射雕英雄传,,1.54,★★☆☆☆,1.64,★★☆☆☆,3.55,低,位置/场景、空间/离场裁定,回合/轮/时机、杀死/死亡/生命、离场/不在场/找不到/无此人,回合/轮/时机边界、存在状态边界、空间状态风险,,第四轮收敛：最终影响力 ★★☆☆☆，最终复杂度 ★★☆☆☆；规则边界分位 84%。
白马,物品,金庸,白马啸西风,,1.46,★☆☆☆☆,1.62,★★☆☆☆,2.28,低,位置/场景、空间/离场裁定,离场/不在场/找不到/无此人,存在状态边界、目标/来源风险、空间状态风险,自动理解置信度低,第四轮收敛：最终影响力 ★☆☆☆☆，最终复杂度 ★★☆☆☆；规则边界分位 52%。
九阳真经,物品,金庸,倚天屠龙记,,2.17,★★☆☆☆,2.0,★★☆☆☆,2.06,低,爆发输出、持续输出、肉盾/生存、对象清除裁定,清除/卡与人物单元,卡对象与人物单元边界、状态交互风险,,第四轮收敛：最终影响力 ★★☆☆☆，最终复杂度 ★★☆☆☆；规则边界分位 45%。
易筋经,物品,金庸,天龙八部,,1.99,★★☆☆☆,1.64,★★☆☆☆,2.07,低,肉盾/生存、控制/封锁,攻击/伤害/生命流失、杀死/死亡/生命,状态交互风险、攻击/伤害/生命流失概念边界,,第四轮收敛：最终影响力 ★★☆☆☆，最终复杂度 ★★☆☆☆；规则边界分位 47%。
海天秘笈,物品,古龙,孤星传,,1.56,★★☆☆☆,2.27,★★☆☆☆,1.0,低,功能牌,,随机/人工裁定风险,,第四轮收敛：最终影响力 ★★☆☆☆，最终复杂度 ★★☆☆☆；规则边界分位 8%。
武穆遗书,物品,金庸,射雕英雄传,,1.47,★☆☆☆☆,2.01,★★☆☆☆,2.84,低,肉盾/生存、规则解释高风险、人工裁定,玩家/一方/阵营/结盟、文本修改/人工裁定,人工裁定边界、文本解释风险、状态交互风险,人工裁定边界,第四轮收敛：最终影响力 ★☆☆☆☆，最终复杂度 ★★☆☆☆；规则边界分位 70%。
九阴真经,物品,金庸,射雕英雄传,,3.67,★★★★☆,5.0,★★★★★,5.0,极高,爆发输出、持续输出、肉盾/生存、控制/封锁、资源/学习、位置/场景、对象清除裁定、人工裁定、资源/牌堆,回合/轮/时机、学习/复制/特技所有权、文本修改/人工裁定、杀死/死亡/生命、清除/卡与人物单元、牌堆/弃牌/本局弃卡,状态交互风险、结算顺序风险、目标/来源风险、文本解释风险、人工裁定边界、卡对象与人物单元边界、回合/轮/时机边界,电子化/结算风险较高、规则概念边界复杂、同类规则边界复杂度前 10%、同类文本复杂度靠前、同类影响力靠前、人工裁定边界,第四轮收敛：最终影响力 ★★★★☆，最终复杂度 ★★★★★；规则边界分位 97%。
怜花宝鉴,物品,古龙,武林外史,,1.87,★★☆☆☆,2.48,★★☆☆☆,2.99,低,资源/学习、资源/牌堆、空间/离场裁定,牌堆/弃牌/本局弃卡、离场/不在场/找不到/无此人,存在状态边界、文本解释风险、空间状态风险、随机/人工裁定风险,,第四轮收敛：最终影响力 ★★☆☆☆，最终复杂度 ★★☆☆☆；规则边界分位 74%。
忘情天书,物品,温瑞安,神州奇侠,,1.71,★★☆☆☆,2.93,★★★☆☆,2.51,中,肉盾/生存、资源/学习、位置/场景,场景/地点/空间、学习/复制/特技所有权,空间状态风险,,第四轮收敛：最终影响力 ★★☆☆☆，最终复杂度 ★★★☆☆；规则边界分位 57%。
辟邪剑谱,物品,金庸,笑傲江湖,,1.43,★☆☆☆☆,2.01,★★☆☆☆,2.64,低,功能牌、对象清除裁定,回合/轮/时机、清除/卡与人物单元,卡对象与人物单元边界、回合/轮/时机边界,,第四轮收敛：最终影响力 ★☆☆☆☆，最终复杂度 ★★☆☆☆；规则边界分位 64%。
葵花宝典,物品,金庸,笑傲江湖,,3.08,★★★☆☆,5.0,★★★★★,5.0,极高,爆发输出、持续输出、肉盾/生存、控制/封锁、资源/学习、位置/场景、空间/离场裁定、人工裁定,回合/轮/时机、学习/复制/特技所有权、文本修改/人工裁定、杀死/死亡/生命、离场/不在场/找不到/无此人,文本解释风险、目标/来源风险、结算顺序风险、人工裁定边界、回合/轮/时机边界、存在状态边界、循环/累积风险、空间状态风险,电子化/结算风险较高、规则概念边界复杂、同类规则边界复杂度前 10%、同类文本复杂度靠前、人工裁定边界,第四轮收敛：最终影响力 ★★★☆☆，最终复杂度 ★★★★★；规则边界分位 97%。
道心种魔大法,物品,黄易,覆雨翻云,,1.5,★★☆☆☆,2.41,★★☆☆☆,3.93,低,功能牌、多人一卡,玩家/一方/阵营/结盟、回合/轮/时机、多人一卡/共享生命、杀死/死亡/生命,回合/轮/时机边界、多人一卡结构边界、目标/来源风险、结算顺序风险、随机/人工裁定风险,,第四轮收敛：最终影响力 ★★☆☆☆，最终复杂度 ★★☆☆☆；规则边界分位 89%。
长生诀,物品,黄易,大唐双龙传,,1.62,★★☆☆☆,2.0,★★☆☆☆,1.85,低,持续输出,回合/轮/时机,回合/轮/时机边界、循环/累积风险,,第四轮收敛：最终影响力 ★★☆☆☆，最终复杂度 ★★☆☆☆；规则边界分位 42%。
罗刹火枪,物品,金庸,鹿鼎记,,1.76,★★☆☆☆,1.81,★★☆☆☆,1.79,低,肉盾/生存,回合/轮/时机,回合/轮/时机边界、循环/累积风险,,第四轮收敛：最终影响力 ★★☆☆☆，最终复杂度 ★★☆☆☆；规则边界分位 35%。
红衣大炮,物品,金庸,鹿鼎记,,1.87,★★☆☆☆,2.18,★★☆☆☆,2.64,低,阵营/结盟,回合/轮/时机、玩家/一方/阵营/结盟、杀死/死亡/生命,回合/轮/时机边界,,第四轮收敛：最终影响力 ★★☆☆☆，最终复杂度 ★★☆☆☆；规则边界分位 64%。
