title,category_label,author_group,source_work,life,strength_adjusted,strength_stars,complexity,complexity_stars,electronicization_level,roles,risks,needs_author_review,summary
武痴,战斗人物,李凉,杨小邪,5800,1.85,★★☆☆☆,3.11,★★★☆☆,低,持续输出,循环/累积风险、目标/来源风险、结算顺序风险,,第二轮按同类分布校正后，强度为 ★★☆☆☆；同类强度分位 11%，同类复杂度分位 22%。
血变,战斗人物,李凉,杨小邪,2000×2,2.59,★★★☆☆,2.43,★★☆☆☆,低,爆发输出、肉盾/生存、控制/封锁,状态交互风险、目标/来源风险、结算顺序风险,,第二轮按同类分布校正后，强度为 ★★★☆☆；同类强度分位 47%，同类复杂度分位 6%。
杨小七,战斗人物,李凉,杨小邪,2400,2.35,★★☆☆☆,3.58,★★★★☆,低,爆发输出、持续输出、位置/场景,结算顺序风险、空间状态风险,,第二轮按同类分布校正后，强度为 ★★☆☆☆；同类强度分位 31%，同类复杂度分位 43%。
杨小邪,战斗人物,李凉,杨小邪,3600,3.64,★★★★☆,4.58,★★★★★,中,肉盾/生存、控制/封锁、阵营/结盟,状态交互风险、目标/来源风险、结算顺序风险,,第二轮按同类分布校正后，强度为 ★★★★☆；同类强度分位 92%，同类复杂度分位 80%。
韦亦玄,战斗人物,李凉,杨小邪,4300,3.76,★★★★☆,5.0,★★★★★,中,持续输出、肉盾/生存、控制/封锁、阵营/结盟,状态交互风险、文本解释风险、结算顺序风险,自动理解置信度不高、同类复杂度前 10%,第二轮按同类分布校正后，强度为 ★★★★☆；同类强度分位 95%，同类复杂度分位 95%。
金世遗,战斗人物,梁羽生,云海玉弓缘,3100,2.94,★★★☆☆,4.16,★★★★☆,中,爆发输出、持续输出、肉盾/生存,状态交互风险、结算顺序风险,,第二轮按同类分布校正后，强度为 ★★★☆☆；同类强度分位 72%，同类复杂度分位 66%。
厉胜男,战斗人物,梁羽生,云海玉弓缘,2200,3.01,★★★☆☆,4.33,★★★★☆,低,肉盾/生存、阵营/结盟,状态交互风险、目标/来源风险、结算顺序风险,,第二轮按同类分布校正后，强度为 ★★★☆☆；同类强度分位 78%，同类复杂度分位 74%。
张丹枫,战斗人物,梁羽生,萍踪侠影录,2600,2.31,★★☆☆☆,3.67,★★★★☆,低,爆发输出、肉盾/生存,状态交互风险、目标/来源风险,,第二轮按同类分布校正后，强度为 ★★☆☆☆；同类强度分位 27%，同类复杂度分位 48%。
眉间尺,战斗人物,鲁迅,铸剑,3000,2.89,★★★☆☆,4.91,★★★★★,高,爆发输出、资源/学习、胜负特判,文本解释风险、结算顺序风险、胜负裁定风险,自动理解置信度不高、电子化/结算风险较高,第二轮按同类分布校正后，强度为 ★★★☆☆；同类强度分位 69%，同类复杂度分位 89%。
帝林,战斗人物,其他,紫川,1000,2.66,★★★☆☆,3.81,★★★★☆,低,爆发输出、控制/封锁、位置/场景、阵营/结盟、胜负特判,目标/来源风险、文本解释风险、状态交互风险、结算顺序风险、胜负裁定风险,自动理解置信度不高,第二轮按同类分布校正后，强度为 ★★★☆☆；同类强度分位 52%，同类复杂度分位 55%。
流风霜,战斗人物,其他,紫川,,1.91,★★☆☆☆,2.38,★★☆☆☆,低,肉盾/生存、控制/封锁、阵营/结盟,状态交互风险、目标/来源风险,,第二轮按同类分布校正后，强度为 ★★☆☆☆；同类强度分位 14%，同类复杂度分位 5%。
斯特林,战斗人物,其他,紫川,4000,2.35,★★☆☆☆,3.12,★★★☆☆,低,持续输出,目标/来源风险、随机/人工裁定风险,,第二轮按同类分布校正后，强度为 ★★☆☆☆；同类强度分位 31%，同类复杂度分位 22%。
云浅雪,战斗人物,其他,紫川,2200,2.28,★★☆☆☆,2.95,★★★☆☆,低,待观察,状态交互风险,,第二轮按同类分布校正后，强度为 ★★☆☆☆；同类强度分位 24%，同类复杂度分位 17%。
紫川秀,战斗人物,其他,紫川,2500,2.97,★★★☆☆,3.42,★★★☆☆,低,肉盾/生存、控制/封锁、阵营/结盟、规则解释高风险,状态交互风险、文本解释风险、随机/人工裁定风险,,第二轮按同类分布校正后，强度为 ★★★☆☆；同类强度分位 75%，同类复杂度分位 36%。
左加明,战斗人物,其他,紫川,4000,3.03,★★★☆☆,3.56,★★★★☆,低,肉盾/生存、控制/封锁、位置/场景、阵营/结盟、规则解释高风险,循环/累积风险、文本解释风险、空间状态风险,,第二轮按同类分布校正后，强度为 ★★★☆☆；同类强度分位 79%，同类复杂度分位 43%。
陆雪琪,战斗人物,其他,诛仙,2400,3.24,★★★☆☆,4.21,★★★★☆,低,爆发输出、持续输出、肉盾/生存、控制/封锁、阵营/结盟,循环/累积风险、状态交互风险,,第二轮按同类分布校正后，强度为 ★★★☆☆；同类强度分位 88%，同类复杂度分位 69%。
张小凡,战斗人物,其他,诛仙,2500,3.96,★★★★☆,5.0,★★★★★,中,爆发输出、持续输出、肉盾/生存、控制/封锁、阵营/结盟,状态交互风险、循环/累积风险、随机/人工裁定风险、文本解释风险、目标/来源风险、结算顺序风险,自动理解置信度不高、同类复杂度前 10%、同类强度前 5%,第二轮按同类分布校正后，强度为 ★★★★☆；同类强度分位 98%，同类复杂度分位 95%。
周一仙,战斗人物,其他,诛仙,2000,2.56,★★★☆☆,5.0,★★★★★,高,爆发输出、持续输出、资源/学习、位置/场景、胜负特判,循环/累积风险、目标/来源风险、空间状态风险、结算顺序风险、胜负裁定风险、随机/人工裁定风险,自动理解置信度不高、电子化/结算风险较高、同类复杂度前 10%,第二轮按同类分布校正后，强度为 ★★★☆☆；同类强度分位 43%，同类复杂度分位 95%。
浦饭幽助,战斗人物,其他,幽游白书,3000,3.13,★★★☆☆,3.74,★★★★☆,低,爆发输出、肉盾/生存,循环/累积风险,,第二轮按同类分布校正后，强度为 ★★★☆☆；同类强度分位 84%，同类复杂度分位 51%。
童林,战斗人物,其他,雍正剑侠图,3100,2.96,★★★☆☆,4.8,★★★★★,中,待观察,循环/累积风险、结算顺序风险、随机/人工裁定风险,自动理解置信度不高,第二轮按同类分布校正后，强度为 ★★★☆☆；同类强度分位 74%，同类复杂度分位 85%。
罗格,战斗人物,其他,亵渎,5000,3.03,★★★☆☆,4.97,★★★★★,极高,控制/封锁、资源/学习、位置/场景,空间状态风险、结算顺序风险、文本解释风险、状态交互风险、随机/人工裁定风险,自动理解置信度不高、电子化/结算风险较高,第二轮按同类分布校正后，强度为 ★★★☆☆；同类强度分位 79%，同类复杂度分位 89%。
李大娘,战斗人物,其他,仙剑奇侠传,2000,1.66,★★☆☆☆,3.01,★★★☆☆,低,控制/封锁、阵营/结盟,状态交互风险、目标/来源风险,,第二轮按同类分布校正后，强度为 ★★☆☆☆；同类强度分位 1%，同类复杂度分位 18%。
李逍遥,战斗人物,其他,仙剑奇侠传,3300,3.93,★★★★☆,5.0,★★★★★,高,肉盾/生存、控制/封锁、资源/学习、阵营/结盟,结算顺序风险、文本解释风险、状态交互风险,自动理解置信度不高、电子化/结算风险较高、同类复杂度前 10%、同类强度前 5%,第二轮按同类分布校正后，强度为 ★★★★☆；同类强度分位 97%，同类复杂度分位 95%。
林月如,战斗人物,其他,仙剑奇侠传,1700,3.09,★★★☆☆,3.99,★★★★☆,低,肉盾/生存、阵营/结盟,状态交互风险、目标/来源风险,,第二轮按同类分布校正后，强度为 ★★★☆☆；同类强度分位 82%，同类复杂度分位 62%。
司徒钟,战斗人物,其他,仙剑奇侠传,5000,2.29,★★☆☆☆,2.39,★★☆☆☆,低,爆发输出、控制/封锁、阵营/结盟,空间状态风险、随机/人工裁定风险,,第二轮按同类分布校正后，强度为 ★★☆☆☆；同类强度分位 25%，同类复杂度分位 6%。
赵灵儿,战斗人物,其他,仙剑奇侠传,1500,3.11,★★★☆☆,4.19,★★★★☆,中,持续输出、肉盾/生存、控制/封锁、资源/学习、阵营/结盟,状态交互风险,,第二轮按同类分布校正后，强度为 ★★★☆☆；同类强度分位 83%，同类复杂度分位 68%。
秦始皇,战斗人物,其他,史上第一混乱,6000,2.29,★★☆☆☆,3.68,★★★★☆,低,爆发输出、控制/封锁,目标/来源风险,,第二轮按同类分布校正后，强度为 ★★☆☆☆；同类强度分位 25%，同类复杂度分位 49%。
于和,战斗人物,其他,三侠五义,4000,2.51,★★★☆☆,3.36,★★★☆☆,低,爆发输出、持续输出、肉盾/生存,循环/累积风险、文本解释风险、状态交互风险、结算顺序风险,,第二轮按同类分布校正后，强度为 ★★★☆☆；同类强度分位 41%，同类复杂度分位 33%。
疯张愚,战斗人物,其他,其他,1,2.2,★★☆☆☆,3.45,★★★☆☆,高,资源/学习、位置/场景,目标/来源风险、空间状态风险、循环/累积风险、随机/人工裁定风险,电子化/结算风险较高,第二轮按同类分布校正后，强度为 ★★☆☆☆；同类强度分位 18%，同类复杂度分位 37%。
葛平,战斗人物,其他,其他,2222,1.67,★★☆☆☆,3.6,★★★★☆,低,待观察,目标/来源风险、随机/人工裁定风险,,第二轮按同类分布校正后，强度为 ★★☆☆☆；同类强度分位 3%，同类复杂度分位 44%。
金坷垃三人组,战斗人物,其他,其他,1200*3,2.6,★★★☆☆,4.08,★★★★☆,中,待观察,循环/累积风险、目标/来源风险、结算顺序风险,,第二轮按同类分布校正后，强度为 ★★★☆☆；同类强度分位 48%，同类复杂度分位 64%。
六小龄童,战斗人物,其他,其他,6666,2.68,★★★☆☆,4.37,★★★★☆,中,控制/封锁、资源/学习、规则解释高风险,文本解释风险、目标/来源风险,,第二轮按同类分布校正后，强度为 ★★★☆☆；同类强度分位 53%，同类复杂度分位 74%。
马保国,战斗人物,其他,其他,6900,3.62,★★★★☆,5.0,★★★★★,极高,持续输出、肉盾/生存、控制/封锁、资源/学习、阵营/结盟,循环/累积风险、空间状态风险、结算顺序风险、随机/人工裁定风险,自动理解置信度不高、电子化/结算风险较高、同类复杂度前 10%,第二轮按同类分布校正后，强度为 ★★★★☆；同类强度分位 92%，同类复杂度分位 95%。
五个人头,战斗人物,其他,其他,2000,1.66,★★☆☆☆,3.73,★★★★☆,中,控制/封锁、规则解释高风险,目标/来源风险、文本解释风险、状态交互风险,,第二轮按同类分布校正后，强度为 ★★☆☆☆；同类强度分位 1%，同类复杂度分位 51%。
元首,战斗人物,其他,其他,70000,2.6,★★★☆☆,4.12,★★★★☆,中,持续输出、控制/封锁、位置/场景,状态交互风险、随机/人工裁定风险、目标/来源风险、空间状态风险,,第二轮按同类分布校正后，强度为 ★★★☆☆；同类强度分位 48%，同类复杂度分位 65%。
岳飞,战斗人物,其他,其他,6000,3.02,★★★☆☆,3.92,★★★★☆,高,爆发输出、肉盾/生存、控制/封锁、阵营/结盟,空间状态风险、状态交互风险,电子化/结算风险较高,第二轮按同类分布校正后，强度为 ★★★☆☆；同类强度分位 78%，同类复杂度分位 58%。
颜紫绡,战斗人物,其他,镜花缘,3044,1.89,★★☆☆☆,2.93,★★★☆☆,低,控制/封锁、资源/学习、阵营/结盟,结算顺序风险,,第二轮按同类分布校正后，强度为 ★★☆☆☆；同类强度分位 13%，同类复杂度分位 16%。
慕容惜花,战斗人物,其他,金书红颜录,5001,1.66,★★☆☆☆,2.09,★★☆☆☆,低,阵营/结盟,随机/人工裁定风险,,第二轮按同类分布校正后，强度为 ★★☆☆☆；同类强度分位 1%，同类复杂度分位 2%。
胡八一,战斗人物,其他,鬼吹灯,5081,2.56,★★★☆☆,4.91,★★★★★,极高,资源/学习、位置/场景、规则解释高风险,文本解释风险、空间状态风险、随机/人工裁定风险、结算顺序风险,自动理解置信度不高、电子化/结算风险较高,第二轮按同类分布校正后，强度为 ★★★☆☆；同类强度分位 43%，同类复杂度分位 89%。
白起,战斗人物,其他,风姿物语,4000,2.16,★★☆☆☆,4.24,★★★★☆,中,肉盾/生存,目标/来源风险、结算顺序风险,,第二轮按同类分布校正后，强度为 ★★☆☆☆；同类强度分位 15%，同类复杂度分位 71%。
李煜,战斗人物,其他,风姿物语,2101,3.72,★★★★☆,3.75,★★★★☆,低,爆发输出、肉盾/生存,循环/累积风险、结算顺序风险,,第二轮按同类分布校正后，强度为 ★★★★☆；同类强度分位 94%，同类复杂度分位 52%。
陆游,战斗人物,其他,风姿物语,3100,2.33,★★☆☆☆,4.1,★★★★☆,低,肉盾/生存、阵营/结盟,状态交互风险、结算顺序风险,,第二轮按同类分布校正后，强度为 ★★☆☆☆；同类强度分位 29%，同类复杂度分位 65%。
天野源五郎,战斗人物,其他,风姿物语,1720,2.82,★★★☆☆,5.0,★★★★★,中,肉盾/生存、控制/封锁、阵营/结盟、胜负特判,胜负裁定风险、状态交互风险、目标/来源风险、结算顺序风险,自动理解置信度不高、同类复杂度前 10%,第二轮按同类分布校正后，强度为 ★★★☆☆；同类强度分位 64%，同类复杂度分位 95%。
皇太极,战斗人物,其他,风姿物语,3000,2.78,★★★☆☆,5.0,★★★★★,极高,爆发输出、肉盾/生存、控制/封锁、规则解释高风险,状态交互风险、文本解释风险、随机/人工裁定风险、目标/来源风险,自动理解置信度不高、电子化/结算风险较高、同类复杂度前 10%,第二轮按同类分布校正后，强度为 ★★★☆☆；同类强度分位 61%，同类复杂度分位 95%。
步惊云,战斗人物,其他,风云,3600,2.9,★★★☆☆,4.71,★★★★★,中,控制/封锁、阵营/结盟,循环/累积风险、状态交互风险、结算顺序风险,自动理解置信度不高,第二轮按同类分布校正后，强度为 ★★★☆☆；同类强度分位 69%，同类复杂度分位 84%。
断浪,战斗人物,其他,风云,1000,2.78,★★★☆☆,3.61,★★★★☆,低,爆发输出、肉盾/生存,循环/累积风险、结算顺序风险,,第二轮按同类分布校正后，强度为 ★★★☆☆；同类强度分位 61%，同类复杂度分位 45%。
绝无神,战斗人物,其他,风云,4000,2.57,★★★☆☆,4.36,★★★★☆,低,阵营/结盟,循环/累积风险、目标/来源风险,,第二轮按同类分布校正后，强度为 ★★★☆☆；同类强度分位 44%，同类复杂度分位 74%。
聂风,战斗人物,其他,风云,3333,2.35,★★☆☆☆,4.56,★★★★★,中,持续输出、肉盾/生存、控制/封锁、阵营/结盟,状态交互风险、循环/累积风险、目标/来源风险、结算顺序风险,,第二轮按同类分布校正后，强度为 ★★☆☆☆；同类强度分位 31%，同类复杂度分位 80%。
破军,战斗人物,其他,风云,3200,2.83,★★★☆☆,3.94,★★★★☆,低,肉盾/生存、阵营/结盟,结算顺序风险、循环/累积风险、状态交互风险,,第二轮按同类分布校正后，强度为 ★★★☆☆；同类强度分位 65%，同类复杂度分位 59%。
无名,战斗人物,其他,风云,4000,2.97,★★★☆☆,3.94,★★★★☆,低,肉盾/生存、控制/封锁、阵营/结盟,目标/来源风险、状态交互风险、文本解释风险,,第二轮按同类分布校正后，强度为 ★★★☆☆；同类强度分位 75%，同类复杂度分位 59%。
雄霸,战斗人物,其他,风云,6000,2.74,★★★☆☆,4.72,★★★★★,高,资源/学习、阵营/结盟,,自动理解置信度不高、电子化/结算风险较高,第二轮按同类分布校正后，强度为 ★★★☆☆；同类强度分位 58%，同类复杂度分位 84%。
雾雨魔理沙,战斗人物,其他,东方project,,2.2,★★☆☆☆,4.62,★★★★★,中,规则解释高风险,目标/来源风险、文本解释风险、空间状态风险,自动理解置信度不高,第二轮按同类分布校正后，强度为 ★★☆☆☆；同类强度分位 18%，同类复杂度分位 82%。
血葫芦,战斗人物,其他,丑娘娘,9000,2.7,★★★☆☆,4.12,★★★★☆,中,爆发输出、持续输出、肉盾/生存、控制/封锁、资源/学习、阵营/结盟,随机/人工裁定风险、状态交互风险,,第二轮按同类分布校正后，强度为 ★★★☆☆；同类强度分位 55%，同类复杂度分位 65%。
钟离春,战斗人物,其他,丑娘娘,6000,1.82,★★☆☆☆,1.43,★☆☆☆☆,低,待观察,,,第二轮按同类分布校正后，强度为 ★★☆☆☆；同类强度分位 9%，同类复杂度分位 0%。
心剑神尼,战斗人物,其他,阿里布达年代记,4000,2.96,★★★☆☆,3.63,★★★★☆,低,控制/封锁,状态交互风险、循环/累积风险、目标/来源风险、空间状态风险,,第二轮按同类分布校正后，强度为 ★★★☆☆；同类强度分位 74%，同类复杂度分位 46%。
迪卢木多,战斗人物,其他,Fate Zero Night,3900,2.6,★★★☆☆,4.69,★★★★★,中,持续输出、资源/学习、阵营/结盟,循环/累积风险、状态交互风险、结算顺序风险、随机/人工裁定风险,自动理解置信度不高,第二轮按同类分布校正后，强度为 ★★★☆☆；同类强度分位 48%，同类复杂度分位 83%。
阿尔托莉雅,战斗人物,其他,Fate Zero Night,4000,2.28,★★☆☆☆,3.34,★★★☆☆,低,资源/学习,目标/来源风险,,第二轮按同类分布校正后，强度为 ★★☆☆☆；同类强度分位 24%，同类复杂度分位 32%。
卫宫切嗣,战斗人物,其他,Fate Zero Night,4800,3.17,★★★☆☆,5.0,★★★★★,高,爆发输出,循环/累积风险、结算顺序风险、随机/人工裁定风险、目标/来源风险,自动理解置信度不高、电子化/结算风险较高、同类复杂度前 10%,第二轮按同类分布校正后，强度为 ★★★☆☆；同类强度分位 86%，同类复杂度分位 95%。
言峰绮礼,战斗人物,其他,Fate Zero Night,1900,2.37,★★☆☆☆,3.28,★★★☆☆,低,资源/学习,循环/累积风险,,第二轮按同类分布校正后，强度为 ★★☆☆☆；同类强度分位 33%，同类复杂度分位 29%。
桑书云,战斗人物,温瑞安,血河车,3200,2.24,★★☆☆☆,3.39,★★★☆☆,低,阵营/结盟,文本解释风险、结算顺序风险,,第二轮按同类分布校正后，强度为 ★★☆☆☆；同类强度分位 22%，同类复杂度分位 34%。
大风道长,战斗人物,温瑞安,血河车,3000,3.11,★★★☆☆,5.0,★★★★★,中,爆发输出、持续输出,循环/累积风险、随机/人工裁定风险、结算顺序风险,自动理解置信度不高、同类复杂度前 10%,第二轮按同类分布校正后，强度为 ★★★☆☆；同类强度分位 83%，同类复杂度分位 95%。
方歌吟,战斗人物,温瑞安,血河车,4000,3.96,★★★★☆,5.0,★★★★★,高,爆发输出、持续输出、肉盾/生存、阵营/结盟,循环/累积风险、状态交互风险、目标/来源风险,自动理解置信度不高、电子化/结算风险较高、同类复杂度前 10%、同类强度前 5%,第二轮按同类分布校正后，强度为 ★★★★☆；同类强度分位 98%，同类复杂度分位 95%。
任狂,战斗人物,温瑞安,血河车,3100,3.2,★★★☆☆,3.94,★★★★☆,低,爆发输出、肉盾/生存、阵营/结盟,目标/来源风险、随机/人工裁定风险,,第二轮按同类分布校正后，强度为 ★★★☆☆；同类强度分位 87%，同类复杂度分位 59%。
天象,战斗人物,温瑞安,血河车,4400,2.36,★★☆☆☆,1.87,★★☆☆☆,低,肉盾/生存,状态交互风险,,第二轮按同类分布校正后，强度为 ★★☆☆☆；同类强度分位 32%，同类复杂度分位 1%。
卫悲回,战斗人物,温瑞安,血河车,4100,2.19,★★☆☆☆,4.38,★★★★☆,中,爆发输出、控制/封锁、阵营/结盟、规则解释高风险,文本解释风险、目标/来源风险、循环/累积风险、状态交互风险、随机/人工裁定风险,自动理解置信度不高,第二轮按同类分布校正后，强度为 ★★☆☆☆；同类强度分位 17%，同类复杂度分位 75%。
雪峰神尼,战斗人物,温瑞安,血河车,2900,2.46,★★☆☆☆,2.45,★★☆☆☆,低,爆发输出、控制/封锁,,,第二轮按同类分布校正后，强度为 ★★☆☆☆；同类强度分位 38%，同类复杂度分位 7%。
严苍茫,战斗人物,温瑞安,血河车,3600,3.25,★★★☆☆,5.0,★★★★★,中,持续输出、肉盾/生存、控制/封锁,状态交互风险、循环/累积风险、目标/来源风险,自动理解置信度不高、同类复杂度前 10%,第二轮按同类分布校正后，强度为 ★★★☆☆；同类强度分位 88%，同类复杂度分位 95%。
车占风,战斗人物,温瑞安,血河车,4800,2.95,★★★☆☆,3.06,★★★☆☆,低,爆发输出、持续输出、肉盾/生存、阵营/结盟,循环/累积风险、状态交互风险,,第二轮按同类分布校正后，强度为 ★★★☆☆；同类强度分位 73%，同类复杂度分位 20%。
楚相玉,战斗人物,温瑞安,四大名捕,2000,2.61,★★★☆☆,3.28,★★★☆☆,低,控制/封锁,结算顺序风险、目标/来源风险,,第二轮按同类分布校正后，强度为 ★★★☆☆；同类强度分位 49%，同类复杂度分位 29%。
冷血,战斗人物,温瑞安,四大名捕,1900,2.87,★★★☆☆,4.13,★★★★☆,低,持续输出、阵营/结盟,循环/累积风险、结算顺序风险,,第二轮按同类分布校正后，强度为 ★★★☆☆；同类强度分位 67%，同类复杂度分位 66%。
铁手,战斗人物,温瑞安,四大名捕,3500,2.23,★★☆☆☆,2.58,★★★☆☆,低,爆发输出、持续输出、阵营/结盟,,,第二轮按同类分布校正后，强度为 ★★☆☆☆；同类强度分位 21%，同类复杂度分位 8%。
无情,战斗人物,温瑞安,四大名捕,1400,3.6,★★★★☆,3.96,★★★★☆,中,肉盾/生存、控制/封锁、阵营/结盟,随机/人工裁定风险,,第二轮按同类分布校正后，强度为 ★★★★☆；同类强度分位 91%，同类复杂度分位 60%。
诸葛正我,战斗人物,温瑞安,四大名捕,3400,3.84,★★★★☆,4.45,★★★★☆,中,爆发输出、持续输出、肉盾/生存、位置/场景、阵营/结盟,结算顺序风险,同类强度前 5%,第二轮按同类分布校正后，强度为 ★★★★☆；同类强度分位 96%，同类复杂度分位 77%。
追命,战斗人物,温瑞安,四大名捕,2900,2.57,★★★☆☆,4.11,★★★★☆,中,爆发输出、持续输出、肉盾/生存、控制/封锁、位置/场景、阵营/结盟,循环/累积风险、状态交互风险、目标/来源风险、空间状态风险、胜负裁定风险,自动理解置信度不高,第二轮按同类分布校正后，强度为 ★★★☆☆；同类强度分位 44%，同类复杂度分位 65%。
白愁飞,战斗人物,温瑞安,说英雄谁是英雄,2100,3.74,★★★★☆,3.76,★★★★☆,低,爆发输出、持续输出、肉盾/生存、控制/封锁、阵营/结盟,结算顺序风险、状态交互风险,,第二轮按同类分布校正后，强度为 ★★★★☆；同类强度分位 94%，同类复杂度分位 53%。
狄飞惊,战斗人物,温瑞安,说英雄谁是英雄,1700,3.07,★★★☆☆,4.35,★★★★☆,中,爆发输出、控制/封锁、阵营/结盟、规则解释高风险,文本解释风险、状态交互风险、目标/来源风险,,第二轮按同类分布校正后，强度为 ★★★☆☆；同类强度分位 81%，同类复杂度分位 74%。
方恨少,战斗人物,温瑞安,说英雄谁是英雄,800,2.18,★★☆☆☆,3.19,★★★☆☆,中,阵营/结盟,目标/来源风险、结算顺序风险,,第二轮按同类分布校正后，强度为 ★★☆☆☆；同类强度分位 17%，同类复杂度分位 25%。
方应看,战斗人物,温瑞安,说英雄谁是英雄,2300,2.93,★★★☆☆,5.0,★★★★★,极高,持续输出、控制/封锁、阵营/结盟、胜负特判、规则解释高风险,目标/来源风险、随机/人工裁定风险、状态交互风险、文本解释风险、胜负裁定风险,自动理解置信度不高、电子化/结算风险较高、同类复杂度前 10%,第二轮按同类分布校正后，强度为 ★★★☆☆；同类强度分位 71%，同类复杂度分位 95%。
关七,战斗人物,温瑞安,说英雄谁是英雄,,3.93,★★★★☆,3.54,★★★★☆,高,爆发输出、肉盾/生存、控制/封锁、资源/学习,状态交互风险、空间状态风险、循环/累积风险、随机/人工裁定风险,电子化/结算风险较高、同类强度前 5%,第二轮按同类分布校正后，强度为 ★★★★☆；同类强度分位 97%，同类复杂度分位 41%。
雷损,战斗人物,温瑞安,说英雄谁是英雄,2700,2.97,★★★☆☆,4.4,★★★★☆,中,爆发输出、持续输出、阵营/结盟、规则解释高风险,文本解释风险、循环/累积风险、目标/来源风险、结算顺序风险,,第二轮按同类分布校正后，强度为 ★★★☆☆；同类强度分位 75%，同类复杂度分位 76%。
雷阵雨,战斗人物,温瑞安,说英雄谁是英雄,3500,2.7,★★★☆☆,3.55,★★★★☆,低,持续输出、阵营/结盟,目标/来源风险、循环/累积风险,,第二轮按同类分布校正后，强度为 ★★★☆☆；同类强度分位 55%，同类复杂度分位 42%。
米苍穹,战斗人物,温瑞安,说英雄谁是英雄,2000,1.84,★★☆☆☆,3.48,★★★☆☆,中,爆发输出、阵营/结盟,随机/人工裁定风险、状态交互风险、目标/来源风险,,第二轮按同类分布校正后，强度为 ★★☆☆☆；同类强度分位 10%，同类复杂度分位 38%。
苏梦枕,战斗人物,温瑞安,说英雄谁是英雄,1800,2.59,★★★☆☆,3.77,★★★★☆,低,肉盾/生存、控制/封锁、阵营/结盟,状态交互风险、结算顺序风险,,第二轮按同类分布校正后，强度为 ★★★☆☆；同类强度分位 47%，同类复杂度分位 54%。
唐宝牛,战斗人物,温瑞安,说英雄谁是英雄,2500,1.94,★★☆☆☆,2.77,★★★☆☆,低,持续输出,循环/累积风险、目标/来源风险、随机/人工裁定风险,,第二轮按同类分布校正后，强度为 ★★☆☆☆；同类强度分位 15%，同类复杂度分位 11%。
天衣居士,战斗人物,温瑞安,说英雄谁是英雄,1500,2.76,★★★☆☆,4.73,★★★★★,中,爆发输出、持续输出、肉盾/生存、阵营/结盟,结算顺序风险、状态交互风险,自动理解置信度不高,第二轮按同类分布校正后，强度为 ★★★☆☆；同类强度分位 59%，同类复杂度分位 85%。
王小石,战斗人物,温瑞安,说英雄谁是英雄,2100,3.28,★★★☆☆,5.0,★★★★★,中,肉盾/生存、阵营/结盟,状态交互风险,自动理解置信度不高、同类复杂度前 10%,第二轮按同类分布校正后，强度为 ★★★☆☆；同类强度分位 89%，同类复杂度分位 95%。
温柔,战斗人物,温瑞安,说英雄谁是英雄,1000,1.84,★★☆☆☆,2.72,★★★☆☆,低,肉盾/生存、阵营/结盟,,,第二轮按同类分布校正后，强度为 ★★☆☆☆；同类强度分位 10%，同类复杂度分位 11%。
温晚,战斗人物,温瑞安,说英雄谁是英雄,,2.84,★★★☆☆,3.86,★★★★☆,中,爆发输出、持续输出、肉盾/生存、控制/封锁、阵营/结盟、规则解释高风险,状态交互风险、目标/来源风险、文本解释风险、空间状态风险,,第二轮按同类分布校正后，强度为 ★★★☆☆；同类强度分位 66%，同类复杂度分位 57%。
文雪岸,战斗人物,温瑞安,说英雄谁是英雄,2700,2.79,★★★☆☆,5.0,★★★★★,高,持续输出、控制/封锁、规则解释高风险,循环/累积风险、文本解释风险、状态交互风险、目标/来源风险、结算顺序风险,自动理解置信度不高、电子化/结算风险较高、同类复杂度前 10%,第二轮按同类分布校正后，强度为 ★★★☆☆；同类强度分位 62%，同类复杂度分位 95%。
许天衣,战斗人物,温瑞安,说英雄谁是英雄,3600,2.99,★★★☆☆,4.6,★★★★★,中,持续输出、控制/封锁、位置/场景、阵营/结盟,状态交互风险、目标/来源风险、文本解释风险、空间状态风险、结算顺序风险,自动理解置信度不高,第二轮按同类分布校正后，强度为 ★★★☆☆；同类强度分位 77%，同类复杂度分位 81%。
元十三限,战斗人物,温瑞安,说英雄谁是英雄,3700,4.17,★★★★☆,5.0,★★★★★,高,爆发输出、持续输出、肉盾/生存、控制/封锁、阵营/结盟、规则解释高风险,状态交互风险、循环/累积风险、目标/来源风险、文本解释风险、结算顺序风险,自动理解置信度不高、电子化/结算风险较高、同类复杂度前 10%、同类强度前 5%,第二轮按同类分布校正后，强度为 ★★★★☆；同类强度分位 99%，同类复杂度分位 95%。
张三爸,战斗人物,温瑞安,说英雄谁是英雄,3838,1.88,★★☆☆☆,4.07,★★★★☆,中,持续输出、阵营/结盟,目标/来源风险,,第二轮按同类分布校正后，强度为 ★★☆☆☆；同类强度分位 12%，同类复杂度分位 64%。
张炭,战斗人物,温瑞安,说英雄谁是英雄,2600,2.68,★★★☆☆,3.37,★★★☆☆,低,爆发输出、持续输出、资源/学习、阵营/结盟,目标/来源风险、状态交互风险,,第二轮按同类分布校正后，强度为 ★★★☆☆；同类强度分位 53%，同类复杂度分位 33%。
